,Algeria,Argentina,Australia,Austria,Bahrain,Bangladesh,Belarus,Belgium,Bolivia,Bulgaria,Canada,Chile,Colombia,Costa Rica,Croatia,Cuba,Czech Republic,Denmark,Dominican Republic,Ecuador,El Salvador,Estonia,Ethiopia,Fiji,Finland,France,Ghana,Greece,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Kazakhstan,Kenya,Kuwait,Latvia,Lithuania,Luxembourg,Malawi,Malaysia,Malta,Mexico,Morocco,Mozambique,Myanmar,Nepal,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Thailand,Togo,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Vietnam,Zambia,Zimbabwe
2020-08-02,30950.0,191289.0,17282.0,21224.0,41190.0,239860.0,67946.0,70587.0,78793.0,11836.0,116585.0,357658.0,306181.0,18187.0,5224.0,2633.0,16699.0,13789.0,71415.0,86232.0,17050.0,2072.0,17999.0,27.0,7443.0,187919.0,37014.0,4587.0,4526.0,1893.0,1750723.0,109936.0,306752.0,126704.0,26109.0,72283.0,247832.0,36081.0,96774.0,21363.0,67448.0,1238.0,2093.0,6695.0,4186.0,8985.0,754.0,434193.0,25015.0,1907.0,353.0,20086.0,1215.0,43537.0,9208.0,79159.0,278305.0,66383.0,5485.0,422183.0,98232.0,46346.0,51310.0,110911.0,52111.0,845443.0,2042.0,277478.0,10284.0,25882.0,2337.0,2171.0,503290.0,14336.0,288522.0,2815.0,77242.0,35412.0,3317.0,958.0,1552.0,231869.0,1176.0,71056.0,60760.0,303952.0,4620444.0,1278.0,590.0,6228.0,3659.0
2020-08-03,31465.0,196530.0,17923.0,21309.0,41536.0,240746.0,68067.0,70735.0,80153.0,11955.0,116870.0,359731.0,317651.0,18975.0,5260.0,2646.0,16800.0,13789.0,72243.0,86524.0,17448.0,2079.0,17999.0,27.0,7453.0,187919.0,37014.0,4662.0,4535.0,1907.0,1803695.0,111455.0,309437.0,129151.0,26162.0,73025.0,248070.0,38072.0,98641.0,22053.0,67911.0,1243.0,2110.0,6695.0,4231.0,8999.0,769.0,439046.0,25537.0,1946.0,353.0,20332.0,1217.0,43841.0,9208.0,79159.0,280029.0,67453.0,5644.0,428850.0,103185.0,46894.0,51463.0,111107.0,53186.0,850870.0,2062.0,278835.0,10344.0,26193.0,2344.0,2180.0,511485.0,14389.0,297054.0,2823.0,77280.0,35461.0,3320.0,961.0,1561.0,232856.0,1182.0,72168.0,60999.0,304695.0,4667955.0,1286.0,621.0,6347.0,3921.0
2020-08-04,31972.0,201906.0,18318.0,21341.0,41835.0,242102.0,68166.0,71529.0,81846.0,11955.0,117017.0,361493.0,327850.0,19402.0,5296.0,2670.0,17008.0,13996.0,73117.0,87041.0,17843.0,2080.0,19289.0,27.0,7466.0,191295.0,37812.0,4737.0,4544.0,1915.0,1855745.0,113134.0,312035.0,131886.0,26208.0,74903.0,248229.0,39858.0,100075.0,22597.0,68299.0,1246.0,2120.0,6864.0,4273.0,9001.0,783.0,443813.0,26196.0,1973.0,355.0,20750.0,1217.0,44129.0,9268.0,79159.0,280461.0,68456.0,5724.0,433100.0,106330.0,47469.0,51569.0,111322.0,54009.0,856264.0,2092.0,280093.0,10386.0,26451.0,2354.0,2181.0,516862.0,14423.0,302814.0,2828.0,77445.0,35527.0,3321.0,976.0,1565.0,233851.0,1195.0,73158.0,61163.0,305623.0,4713562.0,1291.0,652.0,6580.0,4075.0
2020-08-05,32504.0,206730.0,18729.0,21472.0,42132.0,244020.0,68250.0,72342.0,83361.0,12159.0,117777.0,362962.0,334979.0,19837.0,5318.0,2701.0,17286.0,14073.0,74295.0,87963.0,18262.0,2091.0,19877.0,27.0,7483.0,192334.0,37812.0,4855.0,4553.0,1918.0,1908254.0,115056.0,314786.0,134722.0,26253.0,76642.0,248419.0,41129.0,102936.0,23202.0,68774.0,1249.0,2137.0,6917.0,4347.0,9002.0,799.0,449961.0,27217.0,2029.0,356.0,21009.0,1219.0,44433.0,9333.0,79159.0,281136.0,69424.0,5852.0,439890.0,112593.0,48149.0,51681.0,111538.0,55241.0,861423.0,2099.0,281435.0,10432.0,26738.0,2368.0,2190.0,521318.0,14456.0,305767.0,2834.0,77778.0,35657.0,3328.0,988.0,1584.0,234934.0,1203.0,74219.0,61352.0,306293.0,4771087.0,1300.0,672.0,6580.0,4221.0
2020-08-06,33055.0,213522.0,19444.0,21575.0,42514.0,246674.0,68376.0,73109.0,85141.0,12414.0,118172.0,364723.0,345714.0,20417.0,5376.0,2726.0,17529.0,14185.0,75660.0,88866.0,18701.0,2113.0,20336.0,27.0,7512.0,194029.0,39075.0,4973.0,4564.0,1926.0,1964536.0,116871.0,317483.0,137556.0,26303.0,78324.0,248803.0,42263.0,105526.0,23873.0,69425.0,1257.0,2147.0,7007.0,4426.0,9023.0,820.0,456100.0,28500.0,2079.0,357.0,21390.0,1219.0,44890.0,9362.0,80286.0,281863.0,70231.0,6060.0,447624.0,115980.0,48789.0,51848.0,111805.0,56550.0,867343.0,2104.0,282824.0,10538.0,27033.0,2417.0,2208.0,529877.0,14499.0,309855.0,2839.0,78203.0,35838.0,3330.0,1001.0,1601.0,236112.0,1213.0,75490.0,61606.0,307184.0,4823891.0,1309.0,717.0,7022.0,4339.0
2020-08-07,33626.0,220669.0,19862.0,21689.0,42889.0,249651.0,68503.0,73878.0,86423.0,12717.0,118546.0,366671.0,357710.0,21070.0,5404.0,2775.0,17740.0,14306.0,76536.0,90537.0,19126.0,2124.0,20900.0,27.0,7532.0,195633.0,40097.0,5123.0,4597.0,1932.0,2027074.0,118753.0,320117.0,140603.0,26372.0,80054.0,249204.0,43815.0,107930.0,24411.0,70045.0,1275.0,2171.0,7073.0,4491.0,9038.0,839.0,462690.0,29644.0,2120.0,359.0,21750.0,1219.0,45244.0,9409.0,80713.0,282645.0,71418.0,6375.0,455409.0,119460.0,49515.0,52061.0,112092.0,57895.0,871894.0,2111.0,284226.0,10715.0,27332.0,2480.0,2223.0,538184.0,14519.0,314362.0,2839.0,78581.0,36019.0,3345.0,1012.0,1642.0,237265.0,1223.0,76808.0,61845.0,308134.0,4883646.0,1318.0,750.0,7164.0,4395.0
2020-08-08,34155.0,228182.0,20272.0,21819.0,43307.0,252502.0,68614.0,74649.0,87891.0,13014.0,118970.0,368825.0,367196.0,22081.0,5466.0,2829.0,18060.0,14442.0,77709.0,91969.0,19544.0,2133.0,21452.0,27.0,7554.0,197921.0,40097.0,5270.0,4621.0,1952.0,2088611.0,121226.0,322567.0,144064.0,26470.0,80991.0,249756.0,45439.0,109939.0,25138.0,70727.0,1281.0,2194.0,7113.0,4575.0,9063.0,889.0,469407.0,30662.0,2213.0,359.0,22214.0,1219.0,45687.0,9468.0,81067.0,283487.0,72560.0,6508.0,463875.0,122754.0,50324.0,52351.0,112383.0,59273.0,877135.0,2128.0,285793.0,10887.0,27608.0,2523.0,2233.0,545476.0,14562.0,314362.0,2839.0,78961.0,36180.0,3348.0,1028.0,1656.0,238450.0,1254.0,78261.0,62061.0,309005.0,4941796.0,1325.0,789.0,7486.0,4451.0
2020-08-09,34693.0,235664.0,20698.0,21935.0,43629.0,255113.0,68738.0,74953.0,89055.0,13343.0,119206.0,371023.0,376870.0,22082.0,5543.0,2888.0,18235.0,14442.0,78778.0,93572.0,19978.0,2147.0,22253.0,27.0,7568.0,197921.0,40533.0,5421.0,4653.0,1955.0,2153010.0,123503.0,324692.0,147389.0,26644.0,82465.0,250103.0,46783.0,111822.0,25837.0,71199.0,1288.0,2231.0,7113.0,4624.0,9070.0,929.0,475902.0,32007.0,2241.0,359.0,22592.0,1219.0,46140.0,9468.0,81357.0,284121.0,73651.0,6705.0,471012.0,126885.0,51167.0,52537.0,112650.0,60623.0,882347.0,2134.0,287262.0,11033.0,27863.0,2566.0,2247.0,553188.0,14598.0,314362.0,2841.0,79221.0,36362.0,3351.0,1046.0,1678.0,239622.0,1267.0,79750.0,62300.0,309763.0,4998017.0,1335.0,812.0,7903.0,4575.0
2020-08-10,35214.0,241798.0,21084.0,22011.0,44011.0,257600.0,68850.0,75075.0,89999.0,13396.0,119451.0,373056.0,387481.0,23286.0,5604.0,2953.0,18355.0,14442.0,79732.0,94459.0,20423.0,2152.0,22818.0,27.0,7584.0,197921.0,41003.0,5623.0,4696.0,1958.0,2215074.0,125396.0,326712.0,150115.0,26712.0,83002.0,250566.0,47990.0,112722.0,26436.0,71713.0,1290.0,2252.0,7113.0,4658.0,9083.0,983.0,480278.0,33237.0,2269.0,360.0,22972.0,1219.0,46577.0,9468.0,81580.0,284660.0,74492.0,6907.0,478024.0,129913.0,51791.0,52668.0,112947.0,61768.0,887536.0,2140.0,288690.0,11175.0,28099.0,2596.0,2249.0,559858.0,14626.0,322980.0,2844.0,79294.0,36514.0,3351.0,1060.0,1697.0,240804.0,1283.0,81957.0,62525.0,310825.0,5044864.0,1353.0,841.0,8085.0,4649.0
2020-08-11,35712.0,246486.0,21397.0,22122.0,44397.0,260507.0,68947.0,75948.0,91635.0,13512.0,120117.0,375044.0,397623.0,23872.0,5649.0,3046.0,18494.0,14815.0,80499.0,94701.0,20872.0,2158.0,23591.0,27.0,7601.0,202775.0,41212.0,5749.0,4731.0,1962.0,2268675.0,127083.0,328844.0,153599.0,26768.0,85222.0,250825.0,48238.0,113501.0,26928.0,72400.0,1293.0,2265.0,7216.0,4673.0,9094.0,1006.0,485836.0,34063.0,2411.0,360.0,23310.0,1220.0,46867.0,9638.0,81787.0,285191.0,75394.0,7234.0,483133.0,136638.0,52410.0,52825.0,113262.0,62547.0,892654.0,2152.0,289947.0,11312.0,28262.0,2599.0,2255.0,563598.0,14660.0,326612.0,2871.0,79490.0,36619.0,3351.0,1067.0,1717.0,241997.0,1297.0,83115.0,62704.0,311641.0,5094394.0,1364.0,846.0,8210.0,4748.0
2020-08-12,36204.0,253855.0,21713.0,22260.0,44804.0,263503.0,69005.0,76666.0,93328.0,13722.0,120406.0,376616.0,410453.0,24508.0,5740.0,3093.0,18783.0,14959.0,81094.0,95563.0,21269.0,2167.0,24175.0,27.0,7623.0,204172.0,41404.0,5942.0,4746.0,1968.0,2329638.0,128776.0,331189.0,156995.0,26801.0,86959.0,251237.0,49512.0,115615.0,27425.0,73068.0,1303.0,2283.0,7242.0,4712.0,9103.0,1035.0,492522.0,35195.0,2481.0,360.0,23948.0,1220.0,47290.0,9684.0,82050.0,285921.0,76464.0,7519.0,489680.0,139538.0,52961.0,52945.0,113646.0,63762.0,897599.0,2171.0,291468.0,11380.0,28497.0,2615.0,2272.0,566109.0,14714.0,329784.0,2880.0,79907.0,36806.0,3356.0,1070.0,1738.0,243180.0,1313.0,84548.0,62966.0,312789.0,5141207.0,1385.0,866.0,8275.0,4818.0
2020-08-13,36699.0,260898.0,22127.0,22501.0,45264.0,266498.0,69102.0,77275.0,95071.0,13893.0,120829.0,378168.0,422519.0,25057.0,5870.0,3128.0,19075.0,15070.0,82224.0,97110.0,21644.0,2174.0,25118.0,27.0,7642.0,206696.0,41725.0,6177.0,4768.0,1972.0,2396637.0,130718.0,333699.0,160436.0,26838.0,88554.0,251713.0,50444.0,117104.0,28104.0,73785.0,1303.0,2309.0,7300.0,4752.0,9114.0,1084.0,498380.0,36694.0,2559.0,361.0,24432.0,1238.0,47743.0,9750.0,82299.0,286674.0,77377.0,8018.0,498555.0,143749.0,53676.0,53223.0,113938.0,65177.0,902701.0,2189.0,293037.0,11587.0,28751.0,2690.0,2303.0,568919.0,14770.0,337334.0,2881.0,80351.0,37079.0,3356.0,1092.0,1780.0,244392.0,1332.0,86140.0,63212.0,313798.0,5197148.0,1393.0,883.0,8501.0,4893.0
2020-08-14,37187.0,268561.0,22358.0,22730.0,45726.0,269115.0,69203.0,77944.0,95071.0,14069.0,121234.0,380034.0,433805.0,26129.0,6050.0,3174.0,19401.0,15214.0,83134.0,98343.0,21993.0,2174.0,26204.0,27.0,7683.0,209365.0,41847.0,6381.0,4813.0,1976.0,2461190.0,132816.0,336324.0,164277.0,26929.0,89822.0,252235.0,51513.0,118514.0,28754.0,74486.0,1307.0,2330.0,7368.0,4912.0,9129.0,1139.0,505751.0,37935.0,2638.0,369.0,24957.0,1251.0,48116.0,9783.0,82531.0,287300.0,78446.0,8389.0,507996.0,147526.0,54487.0,53548.0,114281.0,66631.0,907758.0,2200.0,294519.0,11740.0,28998.0,2739.0,2332.0,572865.0,14873.0,342813.0,2882.0,80714.0,37312.0,3376.0,1104.0,1847.0,245635.0,1353.0,87872.0,63489.0,314927.0,5248242.0,1409.0,911.0,8663.0,4990.0
2020-08-15,37664.0,276059.0,22743.0,22951.0,46052.0,271881.0,69308.0,78531.0,96459.0,14243.0,121652.0,382111.0,445111.0,26931.0,6258.0,3229.0,19693.0,15379.0,84488.0,99409.0,22314.0,2177.0,27242.0,27.0,7700.0,212211.0,42063.0,6632.0,4853.0,1983.0,2526192.0,135123.0,338825.0,168290.0,26995.0,91080.0,252809.0,53577.0,119781.0,29334.0,75185.0,1308.0,2352.0,7405.0,4988.0,9149.0,1170.0,511369.0,39241.0,2708.0,374.0,25551.0,1258.0,48445.0,9850.0,82743.0,288047.0,79402.0,9077.0,516296.0,153660.0,55319.0,53783.0,114532.0,68046.0,912823.0,2293.0,295902.0,11872.0,29233.0,2801.0,2369.0,579140.0,15039.0,342813.0,2886.0,81058.0,37580.0,3376.0,1124.0,1903.0,246861.0,1385.0,87872.0,63819.0,316367.0,5313080.0,1421.0,930.0,9021.0,5072.0
2020-08-16,38133.0,282424.0,23035.0,23211.0,46430.0,274525.0,69424.0,78694.0,99146.0,14333.0,121889.0,383902.0,456689.0,27737.0,6420.0,3292.0,19891.0,15483.0,85545.0,100688.0,22619.0,2184.0,28894.0,27.0,7720.0,215521.0,42210.0,6858.0,4877.0,1999.0,2589682.0,137468.0,341070.0,172583.0,27191.0,92343.0,253438.0,54714.0,121161.0,29849.0,75697.0,1315.0,2386.0,7439.0,5026.0,9175.0,1242.0,517714.0,41017.0,2791.0,374.0,26019.0,1271.0,48770.0,9850.0,82924.0,288717.0,80665.0,9381.0,525803.0,157918.0,56090.0,53981.0,114809.0,69374.0,917884.0,2352.0,297315.0,12032.0,29471.0,2855.0,2401.0,583653.0,15318.0,342813.0,2890.0,81284.0,37831.0,3377.0,1130.0,2023.0,248117.0,1434.0,89719.0,64102.0,317444.0,5361165.0,1434.0,934.0,9186.0,5176.0
2020-08-17,38583.0,289087.0,23288.0,23373.0,46430.0,276549.0,69516.0,78826.0,100344.0,14365.0,122087.0,385946.0,468332.0,28465.0,6571.0,3316.0,20012.0,15617.0,86309.0,101542.0,22912.0,2190.0,29876.0,28.0,7731.0,218536.0,42532.0,7075.0,4916.0,2011.0,2647663.0,139549.0,343203.0,176931.0,27257.0,92680.0,253915.0,54952.0,121639.0,30120.0,76205.0,1322.0,2416.0,7439.0,5072.0,9200.0,1305.0,522162.0,42489.0,2855.0,375.0,26660.0,1280.0,49068.0,9850.0,83086.0,289215.0,81940.0,9791.0,535946.0,161253.0,56684.0,54102.0,115080.0,70461.0,922853.0,2453.0,298542.0,12162.0,29682.0,2902.0,2416.0,587345.0,15515.0,359082.0,2893.0,81347.0,38031.0,3378.0,1147.0,2107.0,249309.0,1500.0,92820.0,64312.0,318484.0,5403269.0,1440.0,964.0,9343.0,5261.0
2020-08-18,39025.0,294556.0,23599.0,23717.0,47185.0,279144.0,69589.0,79533.0,101223.0,14500.0,122872.0,387502.0,476660.0,29084.0,6656.0,3364.0,20202.0,15740.0,86737.0,101751.0,23193.0,2192.0,31336.0,28.0,7752.0,219029.0,42653.0,7222.0,4970.0,2014.0,2702742.0,141370.0,345450.0,180133.0,27313.0,95129.0,254235.0,55958.0,121973.0,30365.0,76827.0,1323.0,2436.0,7469.0,5072.0,9212.0,1373.0,525733.0,43558.0,2914.0,376.0,27241.0,1293.0,49485.0,10004.0,83226.0,289832.0,82543.0,10135.0,541493.0,164474.0,57279.0,54234.0,115368.0,71194.0,927745.0,2540.0,299914.0,12237.0,29782.0,2907.0,2438.0,589886.0,15761.0,364196.0,2900.0,81521.0,38156.0,3378.0,1154.0,2185.0,250542.0,1560.0,94436.0,64541.0,319197.0,5438325.0,1457.0,983.0,9839.0,5308.0
2020-08-19,39444.0,299113.0,23773.0,23875.0,47185.0,282344.0,69673.0,80258.0,103019.0,14669.0,123154.0,388855.0,489122.0,29643.0,6855.0,3408.0,20483.0,15855.0,87123.0,102941.0,23462.0,2200.0,32722.0,28.0,7776.0,221267.0,42993.0,7472.0,4970.0,2027.0,2767273.0,143043.0,347835.0,184709.0,27499.0,96409.0,254636.0,57550.0,123325.0,30636.0,77470.0,1323.0,2474.0,7499.0,5193.0,9219.0,1422.0,531239.0,43558.0,2914.0,379.0,28257.0,1299.0,49895.0,10060.0,83418.0,289832.0,82790.0,10606.0,549321.0,169213.0,57876.0,54448.0,115661.0,72208.0,932493.0,2577.0,301333.0,12305.0,29890.0,2922.0,2456.0,592144.0,16058.0,370867.0,2902.0,81835.0,38352.0,3382.0,1173.0,2185.0,251805.0,1603.0,94436.0,64906.0,320286.0,5482416.0,1485.0,989.0,9981.0,5378.0
2020-08-20,39847.0,305953.0,23993.0,24300.0,47185.0,285091.0,69801.0,80870.0,105050.0,14820.0,123490.0,390037.0,502178.0,30409.0,7074.0,3482.0,20798.0,15940.0,88127.0,104475.0,23717.0,2207.0,34058.0,28.0,7776.0,225043.0,43094.0,7684.0,5002.0,2035.0,2836925.0,144945.0,347835.0,188802.0,27547.0,97969.0,255278.0,58501.0,124356.0,31015.0,78145.0,1326.0,2496.0,7566.0,5240.0,9235.0,1469.0,537031.0,46313.0,3045.0,396.0,28938.0,1304.0,50488.0,10111.0,83606.0,290958.0,83754.0,11133.0,558420.0,173774.0,58611.0,54701.0,115956.0,73617.0,937321.0,2644.0,302686.0,12446.0,30048.0,3022.0,2493.0,596060.0,16346.0,377906.0,2902.0,82186.0,38662.0,3389.0,1190.0,2427.0,253108.0,1603.0,96403.0,65341.0,321098.0,5529842.0,1493.0,994.0,10218.0,5643.0
2020-08-21,40258.0,312646.0,24236.0,24608.0,47950.0,287959.0,69950.0,81451.0,106065.0,14962.0,123873.0,391849.0,513719.0,31075.0,7329.0,3565.0,21045.0,16056.0,89010.0,105508.0,23964.0,2227.0,35836.0,28.0,7842.0,229814.0,43260.0,7934.0,5046.0,2040.0,2905823.0,147211.0,352558.0,192797.0,27676.0,99599.0,256118.0,59721.0,125335.0,31441.0,78767.0,1327.0,2528.0,7637.0,5240.0,9240.0,1509.0,543806.0,47638.0,3115.0,409.0,29645.0,1315.0,50964.0,10162.0,83769.0,291588.0,83855.0,11817.0,567059.0,178022.0,59378.0,54992.0,116224.0,74963.0,942106.0,2717.0,303973.0,12559.0,30209.0,3102.0,2536.0,599940.0,16670.0,386054.0,2918.0,82519.0,38926.0,3390.0,1212.0,2543.0,254520.0,1750.0,98537.0,65802.0,322280.0,5573847.0,1506.0,1007.0,10372.0,5745.0
2020-08-22,40667.0,320871.0,24407.0,24883.0,48303.0,290360.0,70111.0,81961.0,107435.0,15131.0,124372.0,393769.0,522138.0,32134.0,7594.0,3582.0,21551.0,16127.0,89867.0,106481.0,24420.0,2244.0,37665.0,28.0,7871.0,234400.0,43325.0,8138.0,5098.0,2050.0,2975701.0,149408.0,354764.0,197085.0,27755.0,100716.0,257065.0,60733.0,126243.0,31763.0,79269.0,1330.0,2564.0,7704.0,5282.0,9249.0,1545.0,549734.0,49247.0,3195.0,435.0,30483.0,1321.0,51304.0,10197.0,83769.0,292174.0,84392.0,12536.0,576067.0,182365.0,60281.0,55211.0,116481.0,76355.0,946976.0,2780.0,305186.0,12689.0,30378.0,3225.0,2574.0,603338.0,17002.0,386054.0,2941.0,82817.0,39232.0,3390.0,1239.0,2607.0,255723.0,1848.0,100643.0,66193.0,323313.0,5623727.0,1516.0,1009.0,10627.0,5815.0
2020-08-23,41068.0,329030.0,24602.0,25099.0,49038.0,292625.0,70285.0,82164.0,108427.0,15227.0,124629.0,395708.0,533103.0,33084.0,7900.0,3617.0,21790.0,16127.0,90561.0,107089.0,24420.0,2265.0,39033.0,28.0,7871.0,238002.0,43505.0,8381.0,5133.0,2058.0,3044940.0,151498.0,356792.0,201050.0,27908.0,102080.0,258136.0,61747.0,127203.0,32118.0,79957.0,1333.0,2594.0,7704.0,5322.0,9257.0,1576.0,556216.0,50812.0,3304.0,444.0,31117.0,1324.0,51905.0,10197.0,83769.0,292765.0,85480.0,12974.0,585236.0,187249.0,61181.0,55452.0,116765.0,77544.0,951897.0,2889.0,306370.0,12850.0,30548.0,3316.0,2617.0,607045.0,17399.0,386054.0,2947.0,82977.0,39526.0,3395.0,1275.0,2738.0,257032.0,1848.0,102971.0,66617.0,324601.0,5668105.0,1521.0,1014.0,10627.0,5893.0
2020-08-24,41460.0,336789.0,24812.0,25239.0,49038.0,294598.0,70468.0,82279.0,109149.0,15287.0,124896.0,397665.0,541147.0,33820.0,8175.0,3682.0,21923.0,16127.0,91161.0,107769.0,24622.0,2272.0,40671.0,28.0,7871.0,242899.0,43505.0,8664.0,5155.0,2064.0,3106348.0,153535.0,358905.0,204341.0,27969.0,103151.0,259345.0,61754.0,127462.0,32364.0,80528.0,1337.0,2635.0,7704.0,5322.0,9267.0,1611.0,560164.0,50812.0,3395.0,463.0,31935.0,1332.0,52227.0,10197.0,83769.0,292765.0,86900.0,13233.0,594326.0,189601.0,61762.0,55597.0,117008.0,78525.0,956749.0,3089.0,307479.0,12949.0,30657.0,3356.0,2651.0,609773.0,17665.0,405436.0,2953.0,83034.0,39802.0,3397.0,1277.0,2738.0,258249.0,2263.0,104958.0,67007.0,325642.0,5702611.0,1527.0,1016.0,11082.0,5930.0
2020-08-25,41858.0,342141.0,24916.0,25547.0,49330.0,297083.0,70645.0,82887.0,110148.0,15386.0,125647.0,399568.0,551696.0,34463.0,8311.0,3717.0,22181.0,16397.0,91608.0,108289.0,24811.0,2275.0,42143.0,28.0,7938.0,244854.0,43622.0,8819.0,5191.0,2073.0,3167323.0,155412.0,358905.0,207985.0,28116.0,105063.0,260298.0,63121.0,127462.0,32557.0,80960.0,1337.0,2673.0,7794.0,5419.0,9274.0,1668.0,563705.0,53252.0,3440.0,474.0,32678.0,1339.0,52548.0,10323.0,84509.0,293711.0,87485.0,13602.0,600438.0,194252.0,62310.0,55720.0,117266.0,79330.0,961493.0,3306.0,308654.0,13013.0,30714.0,3424.0,2665.0,611450.0,17945.0,412553.0,2959.0,83208.0,39959.0,3402.0,1295.0,2893.0,259692.0,2362.0,106754.0,67282.0,326614.0,5740909.0,1533.0,1022.0,11148.0,6070.0
2020-08-26,42228.0,350854.0,25053.0,25838.0,50076.0,299628.0,70727.0,83414.0,110999.0,15589.0,125969.0,400985.0,562128.0,35305.0,8530.0,3744.0,22548.0,16480.0,92217.0,109030.0,24986.0,2294.0,43688.0,28.0,7981.0,248158.0,43717.0,8987.0,5215.0,2077.0,3234474.0,157859.0,361150.0,211947.0,28201.0,107078.0,261174.0,63822.0,127462.0,32803.0,81573.0,1342.0,2694.0,7838.0,5423.0,9285.0,1706.0,568621.0,54528.0,3508.0,504.0,33533.0,1344.0,52800.0,10395.0,84652.0,294193.0,88381.0,14228.0,607382.0,197164.0,63073.0,55912.0,117498.0,80390.0,966189.0,3537.0,309768.0,13056.0,30820.0,3452.0,2686.0,613017.0,18265.0,419849.0,2971.0,83431.0,40161.0,3403.0,1309.0,3069.0,261194.0,2426.0,110085.0,67621.0,327798.0,5779028.0,1536.0,1029.0,11285.0,6196.0
2020-08-27,42619.0,359625.0,25205.0,26154.0,50393.0,302147.0,70974.0,83940.0,112094.0,15751.0,126417.0,402365.0,572270.0,36307.0,8888.0,3759.0,22951.0,16537.0,92557.0,110549.0,25140.0,2311.0,45221.0,28.0,8002.0,253587.0,43841.0,9280.0,5288.0,2082.0,3310234.0,160165.0,363363.0,215784.0,28363.0,108964.0,262540.0,64668.0,127664.0,33016.0,82271.0,1360.0,2726.0,7928.0,5474.0,9291.0,1752.0,573888.0,55864.0,3590.0,586.0,34418.0,1351.0,53021.0,10454.0,84818.0,294638.0,89082.0,14872.0,613378.0,202361.0,63802.0,56274.0,117742.0,81646.0,970865.0,3625.0,310836.0,13186.0,30974.0,3536.0,2722.0,615701.0,18706.0,429507.0,2984.0,83675.0,40540.0,3404.0,1326.0,3206.0,262507.0,2524.0,112059.0,68020.0,328846.0,5821876.0,1543.0,1034.0,11376.0,6251.0
2020-08-28,43016.0,370175.0,25322.0,26381.0,50756.0,304583.0,71165.0,84475.0,113129.0,15908.0,126848.0,404102.0,582022.0,37292.0,9192.0,3806.0,23300.0,16627.0,92964.0,111219.0,25284.0,2325.0,46407.0,28.0,8019.0,259698.0,43841.0,9531.0,5379.0,2087.0,3387500.0,162884.0,367796.0,219435.0,28453.0,110403.0,263949.0,65573.0,128618.0,33389.0,82945.0,1366.0,2762.0,6543.0,5496.0,9296.0,1789.0,579914.0,57085.0,3651.0,628.0,35529.0,1363.0,53317.0,10505.0,85005.0,295053.0,89982.0,15290.0,621997.0,205581.0,64689.0,56673.0,117988.0,83150.0,975576.0,3672.0,311855.0,13294.0,31099.0,3626.0,2755.0,618286.0,19077.0,439286.0,2986.0,83877.0,40900.0,3410.0,1326.0,3323.0,263998.0,2679.0,112059.0,68511.0,330368.0,5867785.0,1551.0,1036.0,11601.0,6292.0
2020-08-29,43403.0,380279.0,25448.0,26763.0,51113.0,306794.0,71346.0,85089.0,114409.0,16065.0,127358.0,405972.0,590520.0,38485.0,9549.0,3866.0,23777.0,16700.0,93390.0,112141.0,25415.0,2343.0,48140.0,28.0,8042.0,267077.0,43949.0,9800.0,5511.0,2092.0,3463972.0,165887.0,369911.0,223612.0,28579.0,112000.0,265409.0,66423.0,130040.0,33630.0,83578.0,1375.0,2810.0,6580.0,5523.0,9306.0,1821.0,585738.0,58489.0,3697.0,656.0,36456.0,1376.0,53477.0,10543.0,85005.0,295372.0,90624.0,15874.0,629961.0,209544.0,65480.0,57074.0,118196.0,84468.0,980405.0,3742.0,312924.0,13384.0,31207.0,3728.0,2797.0,620123.0,19400.0,439286.0,2989.0,84056.0,41240.0,3411.0,1365.0,3461.0,265515.0,2756.0,114497.0,68901.0,331644.0,5917439.0,1556.0,1038.0,11779.0,6388.0
2020-08-30,43782.0,392009.0,25547.0,26937.0,51391.0,308925.0,71523.0,85284.0,115354.0,16164.0,127673.0,408009.0,599914.0,39699.0,9861.0,3925.0,24094.0,16700.0,93732.0,112906.0,25635.0,2363.0,49654.0,28.0,8049.0,272530.0,44118.0,9977.0,5669.0,2100.0,3542733.0,169195.0,371816.0,227446.0,28720.0,113623.0,266853.0,67264.0,130673.0,33794.0,84224.0,1375.0,2839.0,6580.0,5528.0,9317.0,1849.0,591712.0,60056.0,3760.0,749.0,37340.0,1378.0,53727.0,10543.0,85005.0,295636.0,91337.0,16474.0,639435.0,213131.0,66239.0,57448.0,118407.0,85833.0,985346.0,3843.0,313911.0,13456.0,31282.0,3842.0,2834.0,622551.0,19699.0,439286.0,2995.0,84187.0,41615.0,3411.0,1390.0,3572.0,267064.0,2847.0,116978.0,69328.0,332752.0,5961582.0,1570.0,1040.0,11902.0,6406.0
