iter	Passed	Remaining
321	564	8202
322	565	8193
323	567	8193
324	569	8198
325	571	8189
326	572	8180
327	573	8171
328	575	8171
329	577	8179
330	579	8170
331	580	8160
332	581	8151
333	583	8149
334	585	8157
335	587	8150
336	588	8142
337	589	8133
338	592	8144
339	593	8136
340	594	8126
341	596	8118
342	597	8107
343	599	8114
344	602	8130
345	608	8179
346	610	8187
347	613	8206
348	615	8208
349	617	8200
350	618	8194
351	619	8185
352	622	8195
353	625	8211
354	628	8224
355	631	8236
356	633	8245
357	635	8242
358	638	8254
359	640	8248
360	641	8243
361	643	8245
362	646	8258
363	648	8257
364	649	8248
365	650	8240
366	652	8232
367	653	8224
368	654	8216
369	655	8208
370	657	8201
371	658	8196
372	660	8188
373	661	8181
374	662	8173
375	664	8166
376	665	8158
377	666	8149
378	667	8142
379	669	8135
380	670	8126
381	671	8117
382	672	8109
383	673	8100
384	675	8091
385	676	8083
386	677	8075
387	678	8067
388	679	8058
389	681	8050
390	682	8043
391	683	8034
392	684	8026
393	685	8018
394	687	8010
395	688	8002
396	689	7988
397	690	7981
398	691	7973
399	692	7965
400	693	7957
401	695	7949
402	696	7941
403	697	7933
404	698	7926
405	699	7920
406	701	7916
407	702	7911
408	704	7904
409	705	7897
410	707	7896
411	708	7889
412	709	7883
413	710	7875
414	712	7868
415	713	7861
416	714	7854
417	715	7847
418	717	7842
419	720	7852
420	722	7857
421	724	7859
422	726	7860
423	728	7862
424	730	7868
425	732	7866
426	735	7872
427	736	7870
428	739	7874
429	741	7880
430	742	7874
431	744	7867
432	745	7860
433	746	7853
434	747	7842
435	748	7835
436	749	7829
437	751	7822
438	752	7815
439	753	7808
440	754	7801
441	755	7795
442	757	7790
443	758	7782
444	760	7780
445	761	7773
446	762	7767
447	763	7760
448	765	7754
449	766	7745
450	767	7738
451	768	7731
452	769	7725
453	770	7718
454	772	7711
455	773	7705
456	774	7698
457	775	7691
458	776	7685
459	778	7678
460	779	7672
461	780	7666
462	781	7659
463	782	7653
464	784	7646
465	785	7640
466	786	7633
467	787	7628
468	788	7621
469	790	7616
470	791	7610
471	792	7603
472	793	7597
473	795	7593
474	796	7587
475	797	7581
476	798	7575
477	800	7570
478	801	7564
479	802	7559
480	804	7556
481	805	7552
482	806	7545
483	808	7539
484	809	7533
485	811	7535
486	812	7530
487	813	7524
488	815	7518
489	816	7512
490	817	7508
491	819	7513
492	821	7507
493	822	7501
494	823	7495
495	824	7489
496	827	7495
497	830	7507
498	833	7520
499	836	7529
500	838	7525
501	839	7520
502	841	7523
503	844	7530
504	847	7542
505	850	7557
506	852	7554
507	853	7550
508	855	7545
509	857	7553
510	860	7562
511	863	7569
512	866	7580
513	868	7576
514	869	7571
515	870	7568
516	873	7575
517	876	7582
518	879	7589
519	882	7600
520	883	7596
521	884	7591
522	886	7589
523	889	7593
524	891	7602
525	894	7611
526	897	7617
527	898	7612
528	900	7607
529	902	7612
530	904	7611
531	908	7626
532	911	7637
533	914	7645
534	916	7648
535	919	7654
536	920	7650
537	923	7657
538	926	7666
539	929	7674
540	930	7671
541	932	7671
542	934	7673
543	936	7668
544	937	7665
545	940	7675
546	943	7683
547	945	7684
548	947	7684
549	950	7688
550	951	7682
551	953	7679
552	956	7691
553	958	7695
554	961	7701
555	965	7713
556	966	7708
557	967	7702
558	969	7698
559	972	7708
560	975	7716
561	976	7715
562	978	7713
563	980	7715
564	982	7710
565	983	7705
566	985	7704
567	988	7709
568	990	7715
569	993	7722
570	996	7727
571	997	7721
572	998	7715
573	1000	7710
574	1003	7721
575	1006	7726
576	1009	7735
577	1011	7737
578	1012	7732
579	1013	7727
580	1016	7730
581	1018	7734
582	1021	7739
583	1024	7750
584	1026	7747
585	1027	7742
586	1029	7737
587	1031	7740
588	1034	7750
589	1037	7754
590	1040	7764
591	1042	7759
592	1043	7756
593	1045	7753
594	1047	7757
595	1050	7762
596	1053	7770
597	1056	7774
598	1057	7769
599	1058	7765
600	1060	7762
601	1063	7767
602	1066	7775
603	1069	7782
604	1071	7786
605	1073	7783
606	1074	7778
607	1077	7784
608	1079	7781
609	1080	7777
610	1084	7787
611	1086	7791
612	1088	7792
613	1090	7787
614	1092	7791
615	1094	7787
616	1095	7782
617	1098	7787
618	1100	7791
619	1104	7799
620	1105	7797
621	1108	7800
622	1109	7795
623	1110	7790
624	1113	7794
625	1116	7801
626	1119	7807
627	1120	7801
628	1122	7803
629	1124	7801
630	1125	7795
631	1127	7790
632	1130	7797
633	1132	7800
634	1135	7806
635	1137	7803
636	1138	7798
637	1139	7793
638	1141	7788
639	1142	7783
640	1143	7779
641	1146	7784
642	1149	7786
643	1150	7781
644	1151	7777
645	1154	7778
646	1156	7780
647	1157	7775
648	1159	7773
649	1162	7779
650	1164	7780
651	1167	7784
652	1168	7781
653	1171	7788
654	1173	7783
655	1174	7778
656	1177	7782
657	1179	7784
658	1181	7781
659	1182	7777
660	1184	7774
661	1186	7773
662	1188	7774
663	1189	7768
664	1190	7762
665	1193	7766
666	1195	7769
667	1197	7764
668	1198	7760
669	1199	7754
670	1202	7755
671	1203	7752
672	1205	7747
673	1206	7744
674	1209	7750
675	1211	7750
676	1212	7745
677	1214	7740
678	1215	7735
679	1217	7732
680	1219	7734
681	1220	7730
682	1222	7725
683	1224	7729
684	1227	7733
685	1229	7730
686	1230	7726
687	1232	7722
688	1234	7726
689	1236	7722
690	1237	7717
691	1239	7714
692	1241	7718
693	1244	7719
694	1245	7715
695	1247	7713
696	1249	7715
697	1251	7711
698	1252	7706
699	1253	7701
700	1256	7703
701	1258	7707
702	1260	7704
703	1261	7699
704	1263	7696
705	1265	7699
706	1267	7696
707	1268	7691
708	1270	7690
709	1274	7698
710	1275	7697
711	1277	7693
712	1278	7688
713	1280	7684
714	1282	7686
715	1283	7680
716	1284	7675
717	1286	7671
718	1288	7674
719	1291	7676
720	1292	7672
721	1294	7667
722	1295	7663
723	1298	7666
724	1299	7661
725	1300	7656
726	1302	7652
727	1304	7657
728	1307	7657
729	1308	7653
730	1309	7649
731	1311	7645
732	1313	7646
733	1314	7641
734	1316	7636
735	1317	7633
736	1319	7634
737	1322	7638
738	1324	7634
739	1325	7630
740	1327	7627
741	1329	7632
742	1331	7627
743	1332	7622
744	1334	7619
745	1336	7624
746	1339	7626
747	1340	7622
748	1342	7618
749	1343	7614
750	1346	7617
751	1347	7612
752	1348	7606
753	1351	7611
754	1354	7615
755	1355	7610
756	1357	7606
757	1358	7602
758	1361	7605
759	1362	7601
760	1363	7596
761	1365	7592
762	1367	7593
763	1370	7596
764	1371	7592
765	1372	7589
766	1374	7586
767	1377	7589
768	1378	7586
769	1380	7581
770	1381	7577
771	1384	7580
772	1386	7581
773	1387	7577
774	1389	7573
775	1391	7572
776	1393	7575
777	1395	7570
778	1396	7566
779	1399	7569
780	1401	7572
781	1403	7572
782	1405	7568
783	1406	7563
784	1407	7558
785	1409	7555
786	1410	7550
787	1411	7545
788	1412	7540
789	1413	7535
790	1415	7530
791	1416	7525
792	1417	7521
793	1418	7516
794	1420	7511
795	1421	7506
796	1422	7501
797	1423	7496
798	1425	7492
799	1426	7487
800	1427	7482
801	1428	7478
802	1429	7473
803	1431	7469
804	1432	7464
805	1433	7459
806	1434	7455
807	1436	7450
808	1437	7445
809	1438	7440
810	1439	7437
811	1441	7433
812	1442	7428
813	1443	7423
814	1444	7419
815	1446	7414
816	1447	7410
817	1449	7408
818	1450	7404
819	1451	7399
820	1452	7394
821	1453	7389
822	1455	7388
823	1457	7388
824	1458	7383
825	1460	7380
826	1463	7383
827	1466	7386
828	1468	7388
829	1470	7385
830	1473	7390
831	1474	7387
832	1475	7382
833	1478	7386
834	1481	7390
835	1484	7392
836	1486	7393
837	1488	7392
838	1489	7388
839	1491	7384
840	1492	7382
841	1495	7386
842	1498	7389
843	1501	7392
844	1503	7393
845	1504	7389
846	1506	7385
847	1507	7380
848	1510	7384
849	1513	7388
850	1516	7392
851	1518	7393
852	1520	7390
853	1521	7386
854	1522	7381
855	1525	7386
856	1529	7391
857	1532	7396
858	1534	7398
859	1536	7395
860	1537	7390
861	1539	7389
862	1542	7392
863	1544	7394
864	1547	7396
865	1549	7399
866	1551	7395
867	1552	7391
868	1554	7389
869	1556	7390
870	1559	7394
871	1562	7398
872	1565	7399
873	1566	7396
874	1568	7392
875	1569	7389
876	1571	7389
877	1574	7391
878	1577	7393
879	1580	7398
880	1581	7394
881	1582	7390
882	1584	7387
883	1587	7389
884	1589	7392
885	1592	7395
886	1595	7398
887	1597	7395
888	1598	7390
889	1599	7387
890	1602	7390
891	1604	7388
892	1606	7390
893	1610	7394
894	1611	7393
895	1613	7390
896	1615	7387
897	1617	7390
898	1619	7386
899	1621	7388
900	1624	7392
901	1627	7393
902	1628	7390
903	1630	7388
904	1632	7388
905	1634	7384
906	1635	7381
907	1638	7385
908	1641	7388
909	1643	7387
910	1645	7385
911	1647	7386
912	1649	7381
913	1650	7377
914	1651	7374
915	1654	7378
916	1657	7381
917	1659	7380
918	1662	7382
919	1664	7381
920	1665	7377
921	1667	7373
922	1670	7377
923	1672	7378
924	1675	7380
925	1677	7380
926	1679	7378
927	1680	7374
928	1682	7370
929	1683	7368
930	1686	7371
931	1689	7374
932	1691	7375
933	1694	7376
934	1695	7371
935	1696	7367
936	1698	7363
937	1701	7367
938	1704	7369
939	1707	7373
940	1709	7374
941	1711	7371
942	1712	7367
943	1713	7363
944	1716	7367
945	1720	7371
946	1722	7373
947	1725	7374
948	1726	7370
949	1727	7366
950	1730	7366
951	1733	7369
952	1735	7370
953	1738	7372
954	1740	7371
955	1741	7367
956	1743	7364
957	1744	7362
958	1747	7363
959	1750	7365
960	1752	7367
961	1755	7368
962	1756	7365
963	1758	7361
964	1759	7358
965	1762	7358
966	1763	7355
967	1766	7357
968	1769	7361
969	1771	7361
970	1773	7357
971	1774	7353
972	1776	7354
973	1778	7351
974	1780	7351
975	1783	7354
976	1786	7355
977	1787	7352
978	1789	7347
979	1790	7346
980	1793	7346
981	1794	7342
982	1797	7344
983	1800	7349
984	1805	7357
985	1808	7361
986	1809	7357
987	1811	7357
988	1815	7364
989	1819	7368
990	1821	7367
991	1823	7368
992	1825	7364
993	1826	7360
994	1829	7364
995	1832	7366
996	1834	7366
997	1836	7365
998	1839	7366
999	1840	7362
1000	1841	7358
1001	1843	7355
1002	1846	7356
1003	1848	7357
1004	1851	7358
1005	1854	7362
1006	1855	7358
1007	1857	7354
1008	1858	7352
1009	1861	7353
1010	1864	7355
1011	1867	7357
1012	1869	7357
1013	1870	7353
1014	1872	7349
1015	1873	7345
1016	1876	7347
1017	1878	7348
1018	1881	7350
1019	1883	7351
1020	1885	7347
1021	1886	7343
1022	1888	7339
1023	1890	7340
1024	1893	7341
1025	1895	7343
1026	1899	7348
1027	1900	7343
1028	1902	7340
1029	1903	7336
1030	1906	7337
1031	1908	7337
1032	1911	7340
1033	1913	7340
1034	1915	7339
1035	1917	7335
1036	1918	7332
1037	1921	7332
1038	1923	7333
1039	1926	7335
1040	1929	7337
1041	1931	7335
1042	1932	7331
1043	1933	7327
1044	1936	7329
1045	1938	7326
1046	1941	7330
1047	1944	7333
1048	1946	7332
1049	1947	7328
1050	1949	7324
1051	1951	7323
1052	1953	7321
1053	1955	7321
1054	1960	7329
1055	1962	7331
1056	1964	7329
1057	1967	7330
1058	1968	7326
1059	1971	7328
1060	1974	7331
1061	1977	7331
1062	1978	7328
1063	1980	7326
1064	1982	7326
1065	1984	7322
1066	1985	7318
1067	1988	7320
1068	1991	7321
1069	1993	7321
1070	1995	7319
1071	1998	7321
1072	1999	7318
1073	2000	7314
1074	2003	7316
1075	2006	7317
1076	2009	7318
1077	2011	7319
1078	2013	7317
1079	2014	7313
1080	2016	7309
1081	2019	7311
1082	2021	7313
1083	2024	7313
1084	2025	7310
1085	2028	7310
1086	2029	7307
1087	2031	7303
1088	2032	7299
1089	2035	7303
1090	2038	7304
1091	2041	7304
1092	2043	7304
1093	2044	7301
1094	2046	7297
1095	2047	7293
1096	2049	7292
1097	2052	7293
1098	2054	7294
1099	2057	7295
1100	2059	7293
1101	2060	7289
1102	2062	7285
1103	2063	7282
1104	2066	7282
1105	2068	7283
1106	2071	7286
1107	2074	7286
1108	2075	7282
1109	2077	7278
1110	2078	7275
1111	2079	7272
1112	2082	7273
1113	2085	7274
1114	2086	7270
1115	2088	7267
1116	2089	7264
1117	2091	7261
1118	2092	7257
1119	2094	7254
1120	2096	7255
1121	2099	7256
1122	2102	7257
1123	2103	7253
1124	2104	7250
1125	2106	7246
1126	2107	7243
1127	2109	7239
1128	2110	7237
1129	2113	7237
1130	2116	7240
1131	2118	7238
1132	2119	7234
1133	2121	7232
1134	2123	7229
1135	2124	7225
1136	2125	7221
1137	2128	7223
1138	2131	7224
1139	2133	7224
1140	2135	7221
1141	2136	7218
1142	2137	7214
1143	2139	7211
1144	2140	7207
1145	2142	7204
1146	2144	7204
1147	2147	7204
1148	2149	7203
1149	2150	7200
1150	2152	7197
1151	2153	7193
1152	2155	7190
1153	2156	7186
1154	2158	7184
1155	2160	7184
1156	2163	7184
1157	2165	7183
1158	2166	7180
1159	2167	7176
1160	2169	7172
1161	2170	7169
1162	2171	7165
1163	2173	7161
1164	2175	7162
1165	2178	7163
1166	2180	7161
1167	2182	7158
1168	2183	7155
1169	2184	7151
1170	2185	7147
1171	2187	7143
1172	2188	7139
1173	2190	7138
1174	2192	7138
1175	2196	7141
1176	2197	7137
1177	2198	7134
1178	2200	7131
1179	2202	7128
1180	2203	7125
1181	2204	7121
1182	2207	7122
1183	2210	7123
1184	2212	7122
1185	2213	7119
1186	2215	7116
1187	2216	7113
1188	2218	7109
1189	2219	7105
1190	2220	7103
1191	2223	7103
1192	2226	7105
1193	2228	7104
1194	2230	7101
1195	2231	7098
1196	2233	7095
1197	2234	7091
1198	2235	7088
1199	2238	7087
1200	2240	7087
1201	2243	7088
1202	2244	7085
1203	2246	7081
1204	2247	7078
1205	2248	7074
1206	2250	7071
1207	2251	7067
1208	2254	7068
1209	2256	7068
1210	2258	7067
1211	2260	7064
1212	2261	7060
1213	2262	7057
1214	2264	7053
1215	2265	7049
1216	2266	7046
1217	2268	7043
1218	2270	7043
1219	2273	7045
1220	2276	7045
1221	2277	7042
1222	2279	7039
1223	2280	7036
1224	2282	7033
1225	2283	7030
1226	2286	7030
1227	2289	7031
1228	2291	7030
1229	2292	7027
1230	2294	7025
1231	2295	7021
1232	2297	7018
1233	2298	7014
1234	2299	7011
1235	2302	7013
1236	2305	7013
1237	2307	7012
1238	2309	7009
1239	2310	7005
1240	2311	7001
1241	2312	6997
1242	2313	6994
1243	2315	6990
1244	2317	6990
1245	2320	6990
1246	2322	6990
1247	2324	6987
1248	2325	6984
1249	2327	6981
1250	2328	6977
1251	2329	6974
1252	2330	6970
1253	2333	6971
1254	2336	6971
1255	2338	6971
1256	2339	6967
1257	2341	6964
1258	2343	6962
1259	2344	6958
1260	2345	6955
1261	2346	6951
1262	2349	6951
1263	2352	6952
1264	2354	6952
1265	2356	6949
1266	2357	6945
1267	2358	6942
1268	2360	6938
1269	2361	6935
1270	2362	6931
1271	2364	6928
1272	2365	6925
1273	2366	6921
1274	2367	6917
1275	2369	6914
1276	2370	6910
1277	2371	6906
1278	2372	6902
1279	2374	6899
1280	2375	6895
1281	2376	6892
1282	2377	6888
1283	2379	6885
1284	2380	6881
1285	2381	6877
1286	2382	6874
1287	2383	6870
1288	2385	6866
1289	2386	6863
1290	2387	6859
1291	2388	6856
1292	2390	6852
1293	2391	6848
1294	2392	6845
1295	2393	6841
1296	2395	6837
1297	2396	6834
1298	2397	6831
1299	2398	6827
1300	2400	6823
1301	2401	6820
1302	2402	6816
1303	2403	6813
1304	2405	6809
1305	2406	6806
1306	2407	6802
1307	2408	6798
1308	2409	6795
1309	2411	6791
1310	2412	6788
1311	2413	6784
1312	2414	6781
1313	2416	6777
1314	2417	6773
1315	2418	6770
1316	2419	6767
1317	2421	6763
1318	2422	6759
1319	2423	6756
1320	2424	6752
1321	2426	6750
1322	2427	6746
1323	2429	6744
1324	2430	6740
1325	2431	6736
1326	2432	6733
1327	2434	6730
1328	2435	6726
1329	2436	6723
1330	2437	6719
1331	2438	6716
1332	2440	6712
1333	2441	6709
1334	2442	6705
1335	2443	6702
1336	2445	6698
1337	2446	6695
1338	2447	6691
1339	2448	6688
1340	2450	6685
1341	2451	6681
1342	2452	6678
1343	2453	6674
1344	2454	6671
1345	2456	6667
1346	2457	6664
1347	2458	6661
1348	2459	6657
1349	2461	6654
1350	2462	6650
1351	2463	6647
1352	2464	6644
1353	2466	6640
1354	2467	6637
1355	2468	6633
1356	2469	6630
1357	2471	6626
1358	2472	6623
1359	2473	6619
1360	2474	6617
1361	2476	6613
1362	2477	6610
1363	2478	6607
1364	2480	6605
1365	2481	6601
1366	2482	6598
1367	2484	6595
1368	2485	6592
1369	2487	6592
1370	2489	6588
1371	2490	6585
1372	2492	6585
1373	2495	6586
1374	2498	6586
1375	2499	6582
1376	2500	6580
1377	2503	6579
1378	2504	6577
1379	2506	6574
1380	2509	6576
1381	2511	6576
1382	2514	6576
1383	2515	6573
1384	2518	6574
1385	2520	6571
1386	2521	6568
1387	2522	6565
1388	2525	6566
1389	2528	6566
1390	2530	6566
1391	2533	6566
1392	2535	6564
1393	2536	6561
1394	2537	6558
1395	2540	6559
1396	2543	6559
1397	2546	6560
1398	2548	6559
1399	2550	6558
1400	2551	6555
1401	2553	6552
1402	2554	6550
1403	2557	6550
1404	2560	6551
1405	2563	6551
1406	2565	6550
1407	2566	6547
1408	2567	6544
1409	2569	6541
1410	2572	6542
1411	2575	6543
1412	2578	6546
1413	2580	6545
1414	2582	6541
1415	2583	6538
1416	2584	6535
1417	2587	6535
1418	2589	6535
1419	2592	6534
1420	2594	6535
1421	2596	6533
1422	2597	6530
1423	2599	6527
1424	2601	6527
1425	2604	6527
1426	2607	6528
1427	2610	6529
1428	2612	6527
1429	2613	6524
1430	2615	6522
1431	2617	6522
1432	2619	6521
1433	2622	6522
1434	2625	6523
1435	2627	6521
1436	2629	6518
1437	2630	6515
1438	2632	6515
1439	2634	6513
1440	2637	6513
1441	2640	6514
1442	2642	6512
1443	2643	6510
1444	2644	6507
1445	2647	6507
1446	2649	6504
1447	2651	6504
1448	2654	6505
1449	2657	6505
1450	2658	6503
1451	2660	6500
1452	2662	6498
1453	2664	6497
1454	2665	6494
1455	2668	6494
1456	2671	6495
1457	2673	6494
1458	2674	6491
1459	2675	6488
1460	2678	6488
1461	2679	6485
1462	2681	6482
1463	2684	6482
1464	2686	6482
1465	2688	6482
1466	2690	6478
1467	2692	6477
1468	2694	6476
1469	2695	6473
1470	2696	6470
1471	2700	6471
1472	2702	6471
1473	2705	6471
1474	2706	6468
1475	2709	6469
1476	2710	6466
1477	2712	6462
1478	2713	6459
1479	2716	6460
1480	2719	6462
1481	2721	6460
1482	2724	6460
1483	2725	6457
1484	2726	6454
1485	2728	6451
1486	2729	6448
1487	2732	6449
1488	2734	6448
1489	2737	6448
1490	2739	6447
1491	2741	6444
1492	2742	6441
1493	2743	6438
1494	2746	6438
1495	2749	6439
1496	2752	6439
1497	2754	6440
1498	2756	6437
1499	2757	6433
1500	2758	6430
1501	2760	6429
1502	2763	6429
1503	2766	6429
1504	2767	6427
1505	2770	6427
1506	2771	6424
1507	2772	6420
1508	2773	6417
1509	2775	6415
1510	2778	6416
1511	2781	6417
1512	2784	6416
1513	2786	6415
1514	2787	6412
1515	2789	6409
1516	2790	6408
1517	2793	6408
1518	2796	6408
1519	2798	6408
1520	2801	6408
1521	2803	6405
1522	2804	6402
1523	2805	6400
1524	2808	6399
1525	2811	6399
1526	2814	6401
1527	2817	6401
1528	2818	6399
1529	2820	6396
1530	2822	6396
1531	2824	6393
1532	2827	6394
1533	2830	6395
1534	2832	6394
1535	2834	6391
1536	2835	6389
1537	2837	6388
1538	2839	6386
1539	2841	6383
1540	2844	6384
1541	2846	6384
1542	2849	6384
1543	2850	6381
1544	2853	6380
1545	2854	6378
1546	2856	6375
1547	2859	6375
1548	2862	6376
1549	2864	6376
1550	2866	6373
1551	2868	6373
1552	2870	6370
1553	2871	6367
1554	2872	6364
1555	2875	6364
1556	2878	6364
1557	2880	6364
1558	2882	6363
1559	2884	6361
1560	2886	6358
1561	2887	6355
1562	2889	6353
1563	2892	6353
1564	2894	6352
1565	2896	6351
1566	2898	6349
1567	2900	6348
1568	2901	6345
1569	2903	6342
1570	2904	6340
1571	2907	6340
1572	2910	6340
1573	2913	6340
1574	2915	6339
1575	2916	6336
1576	2917	6333
1577	2919	6330
1578	2921	6330
1579	2924	6329
1580	2927	6330
1581	2930	6331
1582	2931	6328
1583	2933	6325
1584	2934	6322
1585	2937	6323
1586	2940	6323
1587	2943	6324
1588	2945	6323
1589	2947	6320
1590	2948	6317
1591	2949	6313
1592	2951	6313
1593	2954	6314
1594	2957	6314
1595	2960	6314
1596	2962	6312
1597	2963	6309
1598	2965	6306
1599	2967	6305
1600	2970	6305
1601	2972	6305
1602	2975	6305
1603	2977	6303
1604	2978	6301
1605	2980	6298
1606	2983	6298
1607	2984	6296
1608	2987	6296
1609	2990	6296
1610	2992	6295
1611	2994	6292
1612	2995	6289
1613	2998	6290
1614	2999	6287
1615	3002	6287
1616	3005	6286
1617	3006	6284
1618	3007	6281
1619	3009	6278
1620	3011	6277
1621	3013	6276
1622	3015	6273
1623	3017	6272
1624	3020	6273
1625	3023	6273
1626	3024	6270
1627	3026	6267
1628	3028	6266
1629	3029	6263
1630	3031	6260
1631	3034	6261
1632	3037	6262
1633	3039	6261
1634	3040	6258
1635	3043	6257
1636	3044	6255
1637	3046	6251
1638	3047	6249
1639	3050	6250
1640	3053	6251
1641	3055	6249
1642	3058	6248
1643	3060	6246
1644	3061	6243
1645	3062	6240
1646	3065	6241
1647	3068	6240
1648	3071	6240
1649	3073	6239
1650	3075	6238
1651	3076	6235
1652	3077	6232
1653	3079	6230
1654	3082	6230
1655	3085	6230
1656	3088	6230
1657	3090	6228
1658	3091	6225
1659	3092	6223
1660	3094	6220
1661	3096	6219
1662	3099	6219
1663	3102	6220
1664	3105	6220
1665	3106	6217
1666	3108	6214
1667	3109	6211
1668	3111	6210
1669	3114	6210
1670	3117	6210
1671	3120	6211
1672	3122	6208
1673	3123	6205
1674	3124	6202
1675	3127	6202
1676	3129	6202
1677	3133	6203
1678	3136	6204
1679	3138	6201
1680	3139	6198
1681	3141	6196
1682	3143	6195
1683	3146	6195
1684	3148	6194
1685	3151	6194
1686	3152	6191
1687	3154	6188
1688	3155	6185
1689	3157	6185
1690	3159	6182
1691	3162	6182
1692	3164	6182
1693	3167	6181
1694	3168	6178
1695	3169	6175
1696	3171	6173
1697	3174	6172
1698	3175	6170
1699	3178	6170
1700	3181	6169
1701	3183	6168
1702	3184	6165
1703	3186	6162
1704	3188	6162
1705	3190	6159
1706	3192	6159
1707	3195	6159
1708	3198	6159
1709	3199	6156
1710	3201	6153
1711	3204	6153
1712	3205	6150
1713	3206	6147
1714	3207	6144
1715	3210	6144
1716	3213	6143
1717	3215	6143
1718	3217	6141
1719	3219	6140
1720	3221	6137
1721	3222	6134
1722	3223	6131
1723	3226	6131
1724	3228	6130
1725	3231	6130
1726	3234	6130
